等号,关键字,字体,字形,字数,编号,编号位置,word对象,缩进,对齐方式,大纲级别,标点,中文比例,邮箱符号,字号
0,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
0,0,宋体,0,1,3,2,0,0,3,10,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.975,0.21428571428571427
0,0,宋体,0,1,5,0,2,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9344262,0.21428571428571427
0,0,宋体,0,1,5,0,2,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9892473,0.21428571428571427
0,0,宋体,0,1,3,2,0,0,3,10,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9611651,0.21428571428571427
0,0,宋体,0,1,5,0,0,0,4,10,0,0,1,0.21428571428571427
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9503106,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9603174,0.21428571428571427
0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,0,0,4,10,0,1,1,0.21428571428571427
0,0,Consolas,-1,1,5,0,0,0,3,2,0,0,1,0.14285714285714285
0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.21428571428571427
0,0,宋体,0,1,5,0,4,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
0,0,宋体,0,1,5,0,2,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,2,0,4,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
0,0,宋体,0,1,5,0,4,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,4,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,3,2,0,0,3,10,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9537572,0.21428571428571427
0,0,宋体,0,1,5,0,2,0,1,10,0,0,0,0.42857142857142855
0,0,宋体,0,1,5,0,0,0,1,10,0,0,1,0.42857142857142855
0,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9848485,0.21428571428571427
0,0,宋体,0,1,3,2,0,0,3,10,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9431818,0.21428571428571427
0,0,宋体,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9782609,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,0,1,0.21428571428571427
0,0,宋体,0,1,5,0,4,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
0,0,宋体,0,1,5,0,4,0,1,10,0,0,0,0.42857142857142855
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,1,3,2,0,0,4,10,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9615384,0.21428571428571427
0,0,宋体,0,1,5,0,0,0,3,10,0,0,1,0.21428571428571427
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9626168,0.21428571428571427
0,0,宋体,0,1,5,0,0,1,3,10,0,0,1,0.21428571428571427
0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9473684,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.858156,0.21428571428571427
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,0,4,10,0,0,0.805,0.21428571428571427
0,0,宋体,-1,1,5,0,0,0,1,1,0,0,1,1.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.87,0.21428571428571427
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.92,0.21428571428571427
0,4,宋体,-1,1,5,0,0,1,3,10,0,0,0.7352941,0.21428571428571427
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.42857142857142855
0,2,TimesNewRoman,-1,1,5,0,0,1,3,10,0,0,0,0.42857142857142855
0,0,TimesNewRoman,-1,1,2,2,0,-1,1,1,0,0,1,1.0
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.8241206,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,0.4166667,0.42857142857142855
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.3214286,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.28125,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.4705882,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.55,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.2692308,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.4705882,0.21428571428571427
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.75,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.5714286,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,1,0.5333334,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,1,5,2,0,1,3,10,0,0,0.8461539,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,0.4,0.42857142857142855
0,0,TimesNewRoman,0,0,5,2,0,1,3,10,0,1,0.6649746,0.21428571428571427
0,7,TimesNewRoman,-1,1,5,0,0,1,1,10,0,0,0.4,0.21428571428571427
0,0,宋体,-1,0,5,0,0,1,3,10,0,0,0.5025381,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.98,0.21428571428571427
0,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.21428571428571427
0,0,宋体,0,0,5,2,0,1,3,10,0,1,0.935,0.21428571428571427
0,0,宋体,0,0,5,2,0,1,3,10,0,1,0.9846939,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8743719,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.95,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,0,0,0,1,1,0,0,0.3,1.0
0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9310345,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,0.8,0.42857142857142855
0,0,TimesNewRoman,-1,1,8,2,0,0,4,2,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6582915,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,0,2,1,1,1,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.5957447,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,TimesNewRoman,-1,1,8,2,0,0,4,2,0,0,1,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.925,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,0.8235294,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,0.6428571,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.7329843,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,TimesNewRoman,-1,1,8,2,0,0,4,2,0,0,0.5714286,0.21428571428571427
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6338028,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,0.1785714,0.0
0,0,TimesNewRoman,-1,1,8,2,0,0,4,2,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,0,1,3,10,0,0,0.2804878,0.21428571428571427
0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.3757226,0.21428571428571427
0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.3067485,0.21428571428571427
0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.1354839,0.21428571428571427
0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.2621951,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,0,0,1,1,0,0,1,1.0
0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.765,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,TimesNewRoman,0,0,5,2,0,1,3,10,0,1,0.8291457,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0,0.0
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8282828,0.21428571428571427
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
0,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.7272727,0.21428571428571427
1,0,CourierNew,-1,0,5,0,0,1,3,10,0,0,0,0.14285714285714285
1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.54,0.21428571428571427
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.0
1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.0
1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.0
1,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
1,0,TimesNewRoman,-1,1,8,2,0,0,4,2,0,0,1,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.5235602,0.21428571428571427
1,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.21428571428571427
1,5,宋体,0,1,5,0,0,1,1,10,0,0,0.75,0.0
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.1313869,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,0,0.4534161,0.21428571428571427
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
1,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
1,0,TimesNewRoman,-1,1,8,2,0,0,4,2,0,0,1,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,0.1081081,0.21428571428571427
1,0,TimesNewRoman,0,0,5,2,0,1,3,10,0,1,0.2886598,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,0.5454546,0.21428571428571427
1,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6466666,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.4072165,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.5769231,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.2011834,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.7258883,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.5431035,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.508772,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.2183099,0.21428571428571427
1,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.3529412,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.4756757,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.4210526,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.3580247,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,0.4117647,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0,0.21428571428571427
1,0,TimesNewRoman,0,1,5,0,0,1,3,10,0,1,0.38,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.35,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9675676,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,0,0.8214286,0.21428571428571427
1,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
1,0,宋体,0,1,5,2,0,1,3,10,0,0,0.25,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,0.175,0.21428571428571427
1,0,宋体,0,1,5,2,0,1,3,10,0,0,0.125,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.7295918,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.7046632,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,1,0.3,0.42857142857142855
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.7113402,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.4603175,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.04166667,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6458333,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.1034483,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9932886,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.95,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8760331,0.21428571428571427
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.4912281,0.21428571428571427
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.655,0.21428571428571427
1,0,TimesNewRoman,-1,1,5,2,0,0,4,1,0,0,1,0.42857142857142855
1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6842105,0.21428571428571427
1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
1,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
1,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
1,5,宋体,0,1,5,0,0,1,1,10,0,1,1,0.0
1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.42857142857142855
1,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.0
1,0,宋体,-1,1,5,0,0,0,1,1,0,0,1,1.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.98,0.21428571428571427
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.0
0,4,宋体,-1,1,5,0,0,0,3,10,0,0,0.1818182,0.0
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.2727272727272727
0,2,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0.06896552,0.2727272727272727
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9948718,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9378882,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,-1,1,5,2,0,0,3,10,0,1,0.9090909,0.0
0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,1,0.8888889,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,0,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9497488,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9913043,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.4571429,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9081632,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.94,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,1,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9246231,0.0
0,0,宋体,-1,1,5,2,0,0,3,10,0,0,0.625,0.0
0,0,TimesNewRoman,0,1,5,0,0,0,3,10,0,1,0.7272727,0.0
0,0,TimesNewRoman,0,1,5,0,0,0,3,10,0,1,1,0.0
0,0,TimesNewRoman,0,1,5,0,0,0,3,10,0,1,1,0.0
0,0,TimesNewRoman,0,1,5,0,0,0,3,10,0,1,0.9142857,0.0
0,0,宋体,0,1,5,0,0,0,3,10,0,1,0.8125,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9893617,0.0
0,0,宋体,0,1,1,2,0,-1,3,10,0,1,0.9943182,0.0
0,0,宋体,0,0,1,2,0,-1,3,10,0,1,1,0.0
0,0,宋体,0,1,1,2,0,-1,3,10,0,1,1,0.0
