段落角色,等号,关键字,字体,字形,字数,编号,编号位置,word对象,缩进,对齐方式,大纲级别,标点,中文比例,邮箱符号,字号
15,1,0,宋体,0,1,5,2,0,-1,4,10,0,1,0.5555556,0.21428571428571427
15,1,0,宋体,0,1,5,2,0,-1,4,10,0,1,0.9714286,0.21428571428571427
15,1,4,宋体,0,1,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,1,4,宋体,0,1,5,2,0,-1,4,10,0,0,1,0.21428571428571427
15,1,0,宋体,0,1,5,0,0,1,4,10,0,1,1,0.21428571428571427
9,1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.14285714285714285
8,1,0,宋体,0,0,5,0,0,0,4,10,0,0,0,0.0
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.6136364,0.21428571428571427
9,1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.14285714285714285
8,1,0,宋体,0,0,5,0,0,0,4,10,0,0,0.01507538,0.0
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.4107143,0.21428571428571427
9,1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
8,1,0,宋体,0,0,5,0,0,0,4,10,0,0,0.05839416,0.0
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9318182,0.21428571428571427
11,1,0,宋体,-1,1,5,2,0,0,4,2,0,0,1,0.42857142857142855
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.945,0.21428571428571427
9,1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.14285714285714285
8,1,0,宋体,0,0,5,0,0,0,4,10,0,0,0.01507538,0.0
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.4107143,0.21428571428571427
9,1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.0
8,1,0,宋体,0,0,5,0,0,0,4,10,0,0,0.05839416,0.0
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9642857,0.21428571428571427
11,1,0,宋体,-1,1,5,2,0,0,4,2,0,0,1,0.42857142857142855
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.955,0.21428571428571427
11,1,0,宋体,-1,1,5,2,0,0,4,2,0,0,1,0.42857142857142855
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9428571,0.21428571428571427
11,1,0,宋体,-1,1,5,2,0,0,4,2,0,0,1,0.42857142857142855
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9861111,0.21428571428571427
9,1,7,TimesNewRoman,0,1,5,0,0,0,1,10,0,0,1,0.42857142857142855
8,1,0,宋体,0,0,5,0,0,0,4,10,0,0,0.1658292,0.0
7,1,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.14285714285714285
10,1,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.97,0.21428571428571427
15,1,0,宋体,0,0,5,2,0,-1,4,10,0,1,0.9516129,0.21428571428571427
15,1,0,宋体,0,0,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,1,0,宋体,0,0,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,1,0,宋体,0,0,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,1,0,宋体,0,0,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,1,0,宋体,0,0,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,1,0,宋体,0,0,5,0,0,1,4,10,0,1,0.745,0.21428571428571427
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.835,0.65625
3,0,4,宋体,-1,1,5,0,0,-1,3,10,0,0,1,0.65625
4,0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0,0.75
5,0,2,TimesNewRoman,-1,1,5,0,0,0,3,10,0,0,0.1212121,0.75
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,0.9375
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.835,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.975,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9937888,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.815,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8592965,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.965,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.65625
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.8571429,0.65625
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.65625
15,0,0,宋体,0,0,5,2,0,-1,3,10,0,1,1,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.4,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6974359,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.2,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.5291005,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9836066,0.65625
15,0,0,宋体,0,1,5,0,0,-1,3,10,0,0,1,0.65625
15,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.9714286,0.65625
15,0,0,宋体,0,1,5,0,0,-1,3,10,0,0,1,0.65625
15,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.9666666,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.65625
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.65625
6,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,0,0.5194805,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9909091,0.65625
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
12,0,0,宋体,-1,1,8,2,0,-1,3,3,0,0,1,0.65625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.99,0.65625
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9459459,0.65625
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,0.7317073,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.8,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,0,7,宋体,0,0,5,0,0,1,3,10,0,1,0.36,0.65625
9,0,0,宋体,0,1,5,2,0,1,1,10,0,0,0,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.2060301,0.65625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.5471698,0.65625
9,0,0,宋体,0,1,5,2,0,1,1,10,0,0,0,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.215,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7272727,0.65625
9,0,0,宋体,0,1,5,2,0,1,3,10,0,0,0,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.215,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7058824,0.65625
9,0,0,宋体,0,1,5,2,0,1,3,10,0,0,0,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.2211055,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6,0.65625
9,0,0,宋体,0,1,5,2,0,1,3,10,0,0,0,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.1909548,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6857143,0.65625
9,0,0,宋体,0,1,5,2,0,1,3,10,0,0,0,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.1988304,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8592965,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.65625
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0.8571429,0.65625
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.65625
8,0,0,宋体,0,0,5,0,0,0,1,10,0,0,0.2637363,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.5368421,0.65625
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9558011,0.65625
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
8,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.973262,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7794118,0.65625
9,0,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.5625
8,0,0,宋体,0,0,5,0,0,0,1,10,0,0,0.4848485,0.65625
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.952381,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.75
7,0,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.5625
8,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.509804,0.65625
9,0,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.5625
8,0,0,宋体,0,0,5,0,0,0,1,10,0,0,0.3407407,0.65625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.65625
6,0,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,0.7888198,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9714286,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.75
7,0,0,宋体,0,1,5,0,0,1,1,10,0,0,0.8888889,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,0.8974359,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,0.7631579,0.65625
6,0,0,宋体,0,1,5,0,0,1,1,10,0,0,0,0.75
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.8360656,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,0.8,0.5625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7123288,0.65625
9,0,7,宋体,0,1,5,0,0,1,3,10,0,0,0.9230769,0.5625
8,0,0,宋体,0,0,5,0,0,0,1,10,0,0,0.4153846,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
16,0,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9534883,0.65625
16,0,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,0.8,0.5625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.4684685,0.65625
9,0,7,宋体,0,1,5,0,0,1,3,10,0,0,0.9230769,0.5625
8,0,0,宋体,0,0,5,0,0,0,1,10,0,0,0.2888889,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.75,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.8888889,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.7941176,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0.6666667,0.65625
6,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.5625
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.962963,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.5225225,0.65625
9,0,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.3907285,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0.5714286,0.65625
6,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9803922,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.75
7,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0.8888889,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.5254237,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9777778,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9782609,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.6744186,0.65625
15,0,0,宋体,0,0,5,2,0,1,3,10,0,1,0.6857143,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9240506,0.65625
6,0,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,0,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7058824,0.65625
9,0,7,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.4871795,0.65625
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.6785714,0.65625
16,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.245614,0.65625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9707602,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.5789474,0.65625
9,1,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.5625
8,1,0,宋体,0,0,5,0,0,0,3,10,0,0,0.4563758,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
16,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.5526316,0.65625
16,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.8048781,0.65625
16,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9393939,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6190476,0.65625
9,1,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.5625
8,1,0,宋体,0,0,5,0,0,0,3,10,0,0,0.4285714,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
16,1,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.8536586,0.65625
16,1,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.48,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.6756757,0.65625
16,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9047619,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7323943,0.65625
9,1,7,宋体,0,1,5,0,0,1,1,10,0,0,1,0.65625
8,1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.4571429,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.8,0.65625
16,1,0,0,0,1,5,0,0,1,3,10,0,0,0,0.0
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.7777778,0.65625
16,1,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9090909,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.75
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6578947,0.65625
9,1,7,宋体,0,1,5,0,0,1,1,10,0,0,1,0.65625
8,1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.4578313,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
16,1,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
15,1,0,宋体,0,0,5,2,0,1,3,10,0,1,1,0.65625
16,1,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
11,1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,5,宋体,0,0,5,0,0,1,3,10,0,1,0.9367089,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7297297,0.65625
9,1,7,宋体,0,1,5,0,0,1,1,10,0,0,1,0.65625
8,1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.4202898,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,0,5,2,0,1,3,10,0,1,0.6197183,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7674419,0.65625
6,1,0,宋体,0,1,5,0,2,0,1,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.4857143,0.65625
16,1,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.5730337,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
16,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9259259,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,1.0
7,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0.8888889,0.5625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8412699,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7846154,0.65625
9,1,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.5625
8,1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.5172414,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.875,0.65625
16,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.65625
16,1,0,宋体,0,1,5,0,0,1,3,10,0,0,0,0.65625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9090909,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.75
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.7910448,0.65625
9,1,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
8,1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.4807692,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,0.7241379,0.65625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8611111,0.65625
6,1,0,宋体,0,1,5,0,2,1,1,10,0,0,0,0.65625
7,1,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6190476,0.65625
9,1,7,宋体,0,1,5,0,0,1,1,10,0,0,1,0.5625
8,1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.4112149,0.65625
15,1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.8571429,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,1,1,0.65625
16,1,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.65625
10,1,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
11,1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,1,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.65625
11,1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.75
15,1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.98,0.65625
12,1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.65625
15,1,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.65625
